isbn,title,author,number_of_pages,publication_date,language_code,avg_rating
99481243,Enduring Love,Ian McEwan,245,10/28/2004,eng,3.63
385494327,Black Dogs,Ian McEwan,149,12/29/1998,eng,3.44
679749845,The Comfort of Strangers,Ian McEwan,128,11/1/1994,eng,3.41
373836937,And the Envelope  Please...: Ever After / An Affair To Remember / It Happened One Night,Barbara Bretton/Emilie Rose/Isabel Sharpe,279,2/7/2006,eng,3.57
8497935888,Las rubias de 5th Avenue,Plum Sykes,304,2/28/2005,spa,3.28
307275639,Tuesdays with Morrie,Mitch Albom,192,6/29/2007,en-US,4.1
785930736,La Dernière Leçon,Mitch Albom,209,1/1/2001,fre,4.1
097441218X,My Sister's Keeper,Mavis Applewater,252,3/9/2004,eng,3.86
1890208280,My Sister's Keeper (Gillian Adams  #2),Nora Kelly,228,2/1/2000,eng,3.7
472080520,Their Sisters' Keepers: Women's Prison Reform in America  1830-1930,Estelle B. Freedman,272,4/4/1984,eng,4.27
761316434,Baby's Alphabet,Jean Marzollo/Nancy Sheehan,32,8/1/2002,eng,3.75
60898712,Welcome to the Monkey House,Kurt Vonnegut Jr./David Strathairn/Maria Tucci/Bill Irwin/Tony    Roberts/Dylan Baker,9,5/23/2006,en-US,4.15
1580087949,What Color Is Your Parachute? A Practical Manual for Job-Hunters and Career-Changers,Richard Nelson Bolles,382,9/1/2006,eng,3.7
1401911838,You Can Have What You Want: Proven Strategies for Inner and Outer Success,Michael Neill,240,10/15/2006,en-US,4.14
552995878,Like Water for Chocolate,Laura Esquivel/Thomas  Christensen/Carol Christensen,222,9/16/1993,eng,3.95
739334190,Like Water for Chocolate,Laura Esquivel/Yareli Arizmendi,0,5/2/2006,eng,3.95
785731237,Como agua para chocolate,Laura Esquivel,248,6/1/1994,spa,3.95
679736883,The Radicalism of the American Revolution,Gordon S. Wood,447,3/2/1993,eng,4.06
141439580,Emma,Jane Austen/Fiona Stafford,474,5/6/2003,eng,4
425212599,Prince of Ice (Tale of the Demon World  #3),Emma Holly,294,11/7/2006,en-US,3.99
805242163,Emma Lazarus,Esther Schor,368,9/5/2006,eng,3.88
425205037,Strange Attractions,Emma Holly,312,11/1/2005,en-US,3.68
143036696,The Mermaid Chair,Sue Monk Kidd,368,3/7/2006,eng,3.13
61144908,The Dance of the Dissident Daughter: A Woman's Journey from Christian Tradition to the Sacred Feminine,Sue Monk Kidd,253,12/26/1996,en-US,3.95
61144894,When the Heart Waits: Spiritual Direction for Life's Sacred Questions,Sue Monk Kidd,240,10/11/2016,eng,4.13
1594710643,With Open Hands,Henri J.M. Nouwen/Sue Monk Kidd,125,4/1/2006,en-US,4.3
393062686,Saxons  Vikings  and Celts: The Genetic Roots of Britain and Ireland,Bryan Sykes,320,12/17/2006,eng,3.86
743482719,Yeah  I Said It,Wanda Sykes,247,9/13/2005,en-US,3.71
552152188,The Seven Daughters Of Eve,Bryan Sykes,368,7/1/2002,eng,3.98
312148232,Dumbing Down Our Kids: Why American Children Feel Good About Themselves But Can't Read  Write or Add,Charles J. Sykes,352,9/15/1996,eng,3.71
7177844,If I Don't Write It Nobody Else Will: An Autobiography,Eric Sykes,512,5/1/2006,eng,3.88
1411400429,Hamlet,William Shakespeare,352,7/3/2003,eng,4.02
764587250,William Shakespeare's A Midsummer Night's Dream (Cliffs Complete),CliffsNotes/Michael McMahon,192,4/29/2001,eng,3.89
451526961,A Midsummer Night's Dream,William Shakespeare,162,5/1/1998,eng,3.94
1932219242,A Midsummer Night's Dream,William Shakespeare/Amanda Root/Arkangel Cast/Roy Hudd/David Harewood,3,5/3/2005,eng,3.94
198321503,A Midsummer Night's Dream,William Shakespeare/Roma Gill/B. Litt,102,7/28/2005,eng,3.94
198320213,A Midsummer Night's Dream,William Shakespeare/Roma Gill,99,8/15/2002,eng,3.94
439405629,The Burning (Guardians of Ga'Hoole  #6),Kathryn Lasky/Richard Cowdrey,224,11/1/2004,eng,4.08
439405602,The Siege (Guardians of Ga'Hoole  #4),Kathryn Lasky,203,5/1/2004,eng,4.1
140007570X,In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency  #6),Alexander McCall Smith,256,3/14/2006,eng,4.08
1400031362,Morality for Beautiful Girls (No. 1 Ladies' Detective Agency #3),Alexander McCall Smith,227,11/12/2002,eng,3.98
1419311743,In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency  #6),Alexander McCall Smith/Lisette Lecat,10,3/2/2005,eng,4.08
375422188,The Full Cupboard of Life (No. 1 Ladies' Detective Agency  #5),Alexander McCall Smith,198,4/20/2004,eng,4.02
394735307,The Tale of Genji,Murasaki Shikibu/Edward G. Seidensticker,1090,7/12/1978,en-US,3.72
1595820639,The Tale of Genji,Yoshitaka Amano/Murasaki Shikibu/Rachel Nacth/Anri Itō/Junichi Imura,81,8/8/2006,eng,4.05
4770027729,The Tale of Genji: Scenes from the World's First Novel (Illustrated Japanese Classics),Murasaki Shikibu/Masayuki Miyata/Jakuchō Seitouchi/Donald Keene/H. Mack Horton/Ayako Watanabe/Michiko Hiraoka,238,10/26/2001,eng,3.74
375422722,Blue Shoes and Happiness (No. 1 Ladies' Detective Agency  #7),Alexander McCall Smith,227,4/18/2006,eng,4.06
375422714,In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency #6),Alexander McCall Smith,233,4/19/2005,eng,4.08
3485009024,Ein Gentleman für Mma Ramotswe (No. 1 Ladies' Detective Agency  #2),Alexander McCall Smith,238,2/1/2002,ger,3.96
3485009601,Ein Koch für Mma Ramotswe (No. 1 Ladies' Detective Agency  #3),Alexander McCall Smith,240,2/1/2003,ger,3.98
375422730,The Good Husband of Zebra Drive (No. 1 Ladies' Detective Agency #8),Alexander McCall Smith,213,4/17/2007,eng,4.07
1400034779,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),Alexander McCall Smith,235,2/6/2003,eng,3.78
375758232,Paris to the Moon,Adam Gopnik,368,9/11/2001,eng,3.76
1557130663,The Belly of Paris (Les Rougon-Macquart  #3),Émile Zola/Ernest Alfred Vizetelly/Henry Vizetelly,397,12/1/1995,eng,3.91
345441303,My Movie Business: A Memoir,John Irving,222,10/10/2000,eng,3.34
517146541,Setting Free the Bears / The Water-Method Man / The 158-Pound Marriage,John Irving,718,5/21/1995,eng,3.83
839731949,The Headmaster's Papers,Richard A. Hawley/John Irving,240,9/1/2002,eng,3.99
345323882,Blade Runner,Philip K. Dick,216,7/12/1987,eng,4.08
590997300,The Android (Animorphs  #10),K.A. Applegate/Katherine Applegate,170,9/1/1997,eng,3.77
316491977,The Soul of a New Machine,Tracy Kidder,293,6/1/2000,eng,4.11
252062299,No Better Place to Die: The Battle Of Stones River,Peter Cozzens,282,7/1/1991,eng,4.17
1842122916,Never Call Retreat,Bruce Catton/E.B. Long,558,12/31/2001,eng,4.33
618056815,The 42nd Parallel (U.S.A.  #1),John Dos Passos,326,5/25/2000,eng,3.82
2070766039,U.S.A.: 42e Parallèle/L'An premier du siècle/La Grosse galette,John Dos Passos,1344,9/4/2002,eng,4.1
618056831,The Big Money (U.S.A.  #3),John Dos Passos/E.L. Doctorow,464,5/25/2000,en-US,4.03
618056823,1919 (U.S.A.  #2),John Dos Passos/E.L. Doctorow,400,5/25/2000,en-US,4
786838949,The King in the Window,Adam Gopnik/Omar Rayyan,410,10/15/2006,en-US,3.6
192835092,The Karamazov Brothers,Fyodor Dostoyevsky/Ignat Avsey,1054,8/20/1998,eng,4.32
872201937,The Grand Inquisitor: with related chapters from The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Charles Guignon,128,10/1/1993,eng,4.36
140449264,The Count of Monte Cristo,Alexandre Dumas/Robin Buss,1276,5/27/2003,eng,4.25
743487559,The Count of Monte Cristo,Alexandre Dumas/Brantley Johnson/Margaret Brantley,620,5/1/2004,eng,4.25
037576030X,The Count of Monte Cristo,Alexandre Dumas/Lorenzo Carcaterra,1462,6/11/2002,eng,4.25
553212168,The Brothers Karamazov,Fyodor Dostoyevsky/Andrew R. MacAndrew/Konstantin Mochulsky,1072,4/1/1984,eng,4.32
451530063,Crime and Punishment,Fyodor Dostoyevsky/Leonard Stanton/James D. Hardy Jr./Sidney Monas/Robin Feuer Miller,560,3/7/2006,en-US,4.21
465014879,Crime and Punishment in American History,Lawrence M. Friedman,590,9/9/1994,eng,3.86
805060162,Crime and Punishment in America,Elliott Currie,240,10/15/1998,eng,3.83
764586556,Cliffsnotes on Dostoevsky's Crime and Punishment,James Lamar Roberts/Fyodor Dostoyevsky/CliffsNotes,128,11/7/2000,eng,3.72
915144999,On Crimes and Punishments,Cesare Beccaria/David Young,129,11/1/1986,eng,3.92
143058142,Crime and Punishment,Fyodor Dostoyevsky/David McDuff,671,12/31/2002,eng,4.21
393096335,Crime and Punishment (Norton Critical Editions),Fyodor Dostoyevsky/George Gibian/Jessie Coulson,690,4/1/1964,eng,4.21
761929940,The Politics of Injustice: Crime and Punishment in America,Katherine Beckett/Theodore Sasson,272,10/16/2003,eng,3.87
385264585,The Beginning and the End,Naguib Mahfouz,412,9/20/1989,eng,4.08
140448926,The Black Tulip,Alexandre Dumas/Robin Buss,246,4/24/2003,eng,3.8
192836382,La Dame aux Camélias,Alexandre Dumas fils/David Coward,256,3/30/2000,eng,3.99
140449779,The Women's War,Alexandre Dumas/Robin Buss,546,4/27/2006,eng,3.93
812969634,The Knight of Maison-Rouge,Alexandre Dumas/Julie Rose/Lorenzo Carcaterra,448,9/14/2004,eng,3.89
60586370,The Way the Crow Flies,Ann-Marie MacDonald,848,8/31/2004,en-US,4.09
312997116,As the Crow Flies,Jeffrey Archer,800,5/16/2004,eng,4.1
767902807,Under The Tuscan Sun - At Home In Italy,Frances Mayes,291,8/10/1998,en-US,3.75
785263705,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Donald Miller,243,7/15/2003,eng,3.9
143036408,The Secret Life of Bees,Sue Monk Kidd,302,10/4/2005,eng,4.05
232521026,The Wounded Healer: Ministry in Contemporary Society,Henri J.M. Nouwen,100,11/1/1994,eng,4.26
1594710872,The Dance of Life: Weaving Sorrows and Blessings Into One Joyful Step,Henri J.M. Nouwen/Michael    Ford,219,4/1/2006,eng,4.2
727891626,The Prodigal Son (Roger the Chapman  #15),Kate Sedley,252,2/1/2007,en-GB,4.07
60786507,The Poisonwood Bible,Barbara Kingsolver,546,7/5/2005,eng,4.06
057120175X,The Poisonwood Bible,Barbara Kingsolver,616,1/10/2000,eng,4.06
60539097,How to Make Love Like a Porn Star: A Cautionary Tale,Jenna Jameson/Neil Strauss,592,8/17/2004,eng,3.76
312319738,Dominion: The Power of Man  the Suffering of Animals  and the Call to Mercy,Matthew Scully,448,10/8/2003,eng,4.16
345478258,No Dominion (Joe Pitt  #2),Charlie Huston,251,12/26/2006,eng,3.99
1590525930,Dominion (Ollie Chandler #2),Randy Alcorn,603,5/1/2006,eng,4.22
1585361615,O Is for Old Dominion: A Virginia Alphabet,Pamela Duncan Edwards/Troy Howell,40,9/30/2005,eng,3.76
1569714886,Dominion,Masamune Shirow,225,5/2/2000,eng,3.75
087893720X,Essentials of Conservation Biology,Richard B. Primack,585,6/21/2007,eng,3.92
1559636629,Marine Conservation Biology: The Science of Maintaining the Sea's Biodiversity,Elliott A. Norse/Larry B. Crowder/Michael E. Soulé,496,5/9/2005,eng,4.59
1405122498,Key Topics in Conservation Biology,David W. Macdonald/Alonzo C. Addison/Sandra Baker/Mark S. Boyce/David Brown/Stephen Cobb/N. Mark Collins/C. Patrick Doncaster/John E. Fa/Joshua Ginsberg/Susanna B. Hecht/Katrina Service/Steve Albon/Les Firbank/Eli Geffen/Lise Albrechtsen/Elizabeth J. Asteraki/Christian Bonacic/Marcel Cardillo/Chris R. Dickman/Stephen A. Ellwood/H. Resit Akcakaya/Ruth E. Feber,307,1/1/2006,en-GB,3.33
964991500,The Sawtooth Wolves,Jim Dutcher/Eric Baker/Greg Simpson/Richard Ballantine,191,1/1/1996,eng,4.58
006251637X,Rainforest Home Remedies: The Maya Way To Heal Your Body and Replenish Your Soul,Rosita Arvigo/Nadine Epstein,221,1/9/2001,eng,4.13
743222636,Zolar's Encyclopedia and Dictionary of Dreams: Fully Revised and Updated for the 21st Century,Zolar,480,6/8/2004,en-US,3.68
785812148,The Complete Dream Dictionary,Pamela Ball,390,4/1/2000,eng,3.68
618512659,Letters from Father Christmas,J.R.R. Tolkien/Baillie Tolkien,111,11/15/2004,eng,4.25
618391118,The Silmarillion,J.R.R. Tolkien/Christopher Tolkien/Ted Nasmith,386,11/15/2004,eng,3.92
618057021,J.R.R. Tolkien: A Biography,Humphrey Carpenter,288,6/6/2000,eng,4.08
345345061,The Tolkien Reader,J.R.R. Tolkien/Peter S. Beagle,251,11/12/1986,eng,3.99
1887726098,Tolkien on Film: Essays on Peter Jackson's The Lord of the Rings,Janet Brennan Croft/Mark P. Shea/Amy H. Sturgis,323,5/9/2005,eng,3.79
026110263X,The Monsters and the Critics and Other Essays,J.R.R. Tolkien/Christopher Tolkien,240,5/2/2006,eng,3.93
061839110X,The Maps of Tolkien's Middle-earth,Brian Sibley/John  Howe/J.R.R. Tolkien,80,10/2/2003,eng,4.14
664226108,The Gospel According to Tolkien: Visions of the Kingdom in Middle-Earth,Ralph C. Wood,169,10/31/2003,eng,4.09
261102206,The Treason of Isengard: The History of The Lord of the Rings  Part Two (The History of Middle-earth  #7),J.R.R. Tolkien/Christopher Tolkien,465,2/4/2002,eng,4.17
618574816,Tolkien and the Great War: The Threshold of Middle-earth,John Garth,398,6/1/2005,en-US,3.71
1587680262,Tolkien and C.S. Lewis: The Gift of a Friendship,Colin Duriez,244,10/8/2003,eng,4.01
345375211,The Book of Lost Tales  Part One (The History of Middle-Earth  #1),J.R.R. Tolkien/Christopher Tolkien,367,6/1/1992,eng,3.83
7105045,Tree and Leaf: Includes Mythopoeia and The Homecoming of Beorhtnoth,J.R.R. Tolkien,150,2/5/2001,eng,4.05
618260226,The Lord of the Rings: The Making of the Movie Trilogy,Brian Sibley/Ian McKellen,192,11/6/2002,eng,4.47
345215508,Tolkien: A Look Behind The Lord of the Rings,Lin Carter,211,8/12/1972,eng,3.76
1402516274,The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien/Rob Inglis,56,2/22/2002,eng,4.5
679643419,Midnight in the Garden of Good and Evil,John Berendt,388,9/27/2005,eng,3.92
140364544,Tom's Midnight Garden,Philippa Pearce,238,10/28/1993,eng,4.07
156031442,Animals in Translation: Using the Mysteries of Autism to Decode Animal Behavior,Temple Grandin/Catherine  Johnson,358,1/2/2006,eng,4.14
1930051158,God's Covenant with Animals: A Biblical Basis for the Humane Treatment of All Creatures,J.R. Hyland,128,6/1/2000,eng,4
471468851,Lafayette,Harlow Giles Unger,452,11/1/2003,eng,4.37
671624970,My Pride and Joy: An Autobiography,George  Adamson,304,12/31/1987,en-US,4.23
785113797,Runaways  Vol. 1: Pride and Joy,Brian K. Vaughan/Adrian Alphona,144,12/6/2006,eng,3.97
373194862,Sky's Pride and Joy (Bachelor Gulch #8),Sandra Steffen,192,11/24/2000,eng,3.33
263181499,The Baby Emergency (Tennengarrah Clinic #1),Carol Marinelli,285,6/1/2004,eng,3.6
300062907,The Shaping of America: A Geographical Perspective on 500 Years of History: Volume 2: Continental America  1800-1867,D.W. Meinig,636,2/22/1995,eng,4.19
879757450,The Basic Bakunin,Mikhail Bakunin/Robert M. Cutler,248,5/1/1992,eng,3.77
520240588,Berlioz: Servitude and Greatness  1832-1869 (Volume 2),David Cairns,907,10/1/2003,en-US,4.27
805077812,The Nubian Prince,Juan Bonilla/Esther Allen,258,6/27/2006,en-US,3.54
312426216,Pardonable Lies (Maisie Dobbs  #3),Jacqueline Winspear,359,6/27/2006,eng,4.09
802140181,Naked Lunch,William S. Burroughs/James Grauerholz/Barry Miles,289,1/26/2004,eng,3.46
7204442,Naked Lunch: The Restored Text,William S. Burroughs,289,5/3/2005,eng,3.46
965079929,The Electric Kool-aid Acid Test/The Kandy Kolored Tangerine Flake Streamline Baby/Radical Chic & Mau Mauing the Flak Catchers,Tom Wolfe,943,12/1/1990,eng,3.97
074324754X,The Glass Castle,Jeannette Walls,288,1/17/2006,eng,4.27
1416916326,Same Sex in the City,Lauren  Levin/Lauren Blitzer,250,6/1/2006,eng,3.62
743456815,Sex and the City: Kiss and Tell,Amy Sohn/Sarah Jessica Parker,160,10/15/2002,en-US,4.01
375502262,Human Traces,Sebastian Faulks,563,9/30/2006,en-US,3.63
375704531,The Girl at the Lion d'Or,Sebastian Faulks,246,12/7/1999,eng,3.58
99458268,Human Traces,Sebastian Faulks,793,7/6/2006,eng,3.63
375705244,Founding Brothers: The Revolutionary Generation,Joseph J. Ellis,290,2/5/2002,eng,3.93
446611085,Suzanne's Diary for Nicholas,James Patterson,289,8/1/2003,eng,4.17
349107866,Hitler's Willing Executioners: Ordinary Germans and the Holocaust,Daniel Jonah Goldhagen,634,3/3/1997,en-GB,3.68
344275500X,Hitler's Willinge Vollstrecker: Ganz gewöhlnliche Deutsche und der Holocaust,Daniel Jonah Goldhagen,728,7/1/1999,ger,3.68
553587242,Beach Girls,Luanne Rice,448,8/3/2004,eng,4.06
446612545,The Beach House,James Patterson/Peter de Jonge,356,5/1/2003,eng,3.84
778322947,The Beach House (Beach House #1),Mary Alice Monroe,491,4/25/2006,eng,4.2
316969680,The Beach House,James Patterson/Peter de Jonge,358,6/10/2002,eng,3.84
141651631X,Path of the Assassin (Scot Harvath  #2),Brad Thor,367,7/1/2005,eng,4.17
1560066237,Presidential Assassins (History Makers),Patricia D. Netzley,112,9/1/1999,eng,3.6
039306123X,The Blind Side: Evolution of a Game,Michael   Lewis,304,9/17/2006,eng,4.18
393315703,The Blind Watchmaker,Richard Dawkins,468,9/17/1996,eng,4.08
812969006,I Love Everybody (and Other Atrocious Lies),Laurie Notaro,228,6/8/2004,en-US,3.97
037576092X,Autobiography of a Fat Bride: True Tales of a Pretend Adulthood,Laurie Notaro,257,7/8/2003,en-US,3.98
375760911,The Idiot Girls' Action-Adventure Club: True Tales from a Magnificent and Clumsy Life,Laurie Notaro,225,7/2/2002,en-GB,3.88
812969014,We Thought You Would Be Prettier: True Tales of the Dorkiest Girl Alive,Laurie Notaro,223,4/19/2005,eng,3.92
1400065011,There's a (Slight) Chance I Might Be Going to Hell: A Novel of Sewer Pipes  Pageant Queens  and Big Trouble,Laurie Notaro,320,5/29/2007,eng,3.55
3404149475,Anleitung zum Zickigsein,Laurie Notaro,254,8/1/2003,ger,3.88
425099997,The Psychology of Winning,Denis Waitley,176,10/15/1986,eng,4.21
1594972079,Jimmy Corrigan: El Chico más Listo del Mundo,Chris Ware,380,7/25/2006,spa,4.09
1897299028,The Acme Novelty Library #17,Chris Ware,64,11/28/2006,eng,4.35
375422951,The Acme Novelty Library,Chris Ware,108,9/20/2005,en-US,4.31
1896597661,The Acme Novelty Datebook  Vol. 1  1986-1995,Chris Ware,208,11/26/2013,eng,4.17
022407265X,Quimby The Mouse,Chris Ware,69,11/20/2003,en-US,4.09
143039423,Candide: or  Optimism,Voltaire/Chris Ware/Theo Cuffe/Michael  Wood,155,10/25/2005,eng,3.77
1842430246,Even Cowgirls Get the Blues,Tom Robbins,366,10/11/2001,eng,3.76
571169201,Even Cowgirls Get the Blues & My Own Private Idaho,Gus Van Sant/Tom Robbins,199,2/21/1994,eng,3.76
767901576,Awakening the Buddha Within: Eight Steps to Enlightenment,Surya  Das,432,6/15/1998,en-US,4.19
1400064708,Iran Awakening: A Memoir of Revolution and Hope,Shirin Ebadi,232,5/2/2006,eng,4.14
1573241172,The Book of Awakening: Having the Life You Want by Being Present to the Life You Have,Mark Nepo,438,5/31/2000,eng,4.31
609804243,Awakening Intuition: Using Your Mind-Body Network for Insight and Healing,Mona Lisa Schulz/Christiane Northrup,397,4/20/1999,eng,3.93
849911885,The Grace Awakening: Believing in Grace Is One Thing. Living it Is Another,Charles R. Swindoll,306,11/19/2006,eng,4.33
1557832455,Spring's Awakening,Frank Wedekind/Eric Bentley,126,4/1/2000,eng,3.8
1573226327,Awakening at Midlife: A Guide to Reviving Your Spirit  Recreating Your Life  and Returning to Your Truest Self,Kathleen A. Brehony,384,9/1/1997,en-US,3.99
142437344,A Portrait of the Artist as a Young Man,James Joyce/Seamus Deane,329,3/25/2003,eng,3.61
393926796,A Portrait of the Artist As a Young Man,James Joyce/Walter Hettche/Hans Walter Gabler/John Paul Riquelme/John Mitchel/Michael Davitt/Canon  Doyle/Pádraic Pearse/Ignatius of Loyola/Giovanni Pietro Pinamont/Walter Pater/Oscar Wilde/Douglas Hyde/Kenneth Burke/Umberto Eco/Hugh Kenner/Hélène Cixous/Karen Lawrence/Maud Ellmann/Bonnie Kime Scott/Joseph Valente/Marian Eide/Pericles Lewis/Jonathan Mulrooney/J.M. Synge,490,5/1/2007,eng,3.61
9626343664,A Portrait of the Artist as a Young Man,James Joyce/Jim Norton,368,8/1/2005,eng,3.61
451530152,A Portrait of the Artist as a Young Man,James Joyce/Langdon Hammer,256,6/6/2006,eng,3.61
440419174,Vincent Van Gogh: Portrait of an Artist,Jan Greenberg/Sandra Jordan,144,1/14/2003,eng,3.94
1570421129,A Study Guide to Gabriel Garcia Marquez' One Hundred Years of Solitude,Gabriel García Márquez/Brenda K. Marshall/F. Murray Abraham,0,4/1/2006,eng,4.11
006112009X,One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,448,5/30/2006,eng,4.07
1857152239,One Hundred Years Of Solitude,Gabriel García Márquez,416,9/21/1995,eng,4.07
081297106X,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,356,12/30/2003,eng,3.61
679727299,The Annotated Lolita,Vladimir Nabokov/Alfred Appel,457,4/23/1991,eng,4.28
739322060,Lolita,Vladimir Nabokov/Jeremy Irons,12,4/26/2005,eng,3.89
439269687,Nacho and Lolita,Pam Muñoz Ryan/Claudia Rueda,40,10/1/2005,eng,3.97
7178484,Reading Lolita in Tehran,Azar Nafisi,343,1/2/2004,eng,3.61
60786809,sex.lies.murder.fame.,Lolita Files,368,1/10/2006,eng,3.79
452284244,Animal Farm,George Orwell/Boris Grabnar/Peter Škerl,122,5/6/2003,eng,3.93
